Date/Time,InteriorLights:Electricity [J](Hourly),Heating:Gas [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),ElectricityNet:Facility [J](Hourly),Pumps:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),ElectricityPurchased:Facility [J](Hourly),Fans:Electricity [J](Hourly),Electricity:HVAC [J](Hourly),ExteriorLights:Electricity [J](Hourly),Gas:Facility [J](Hourly),Electricity:Facility [J](Hourly) 
 01/08  09:00:00,72646998.17,0,0,540874102.1,3322127989,8360684.798,2096326816,3322127989,142421337.9,683295440,442286560.9,9975553.087,3322127989
 01/08  10:00:00,68572011.98,0,0,541332467.5,3189497526,8360684.798,2096326816,3189497526,146093464.5,687425932,309600592.6,9975553.087,3189497526
 01/08  11:00:00,68546361.68,0,0,542666247.5,3011028868,8360684.798,2096326816,3011028868,143231300.3,685897547.8,132685968.3,22259095.66,3011028868
 01/08  12:00:00,68546361.68,0,0,544926999.2,3013425302,8360684.798,2096326816,3013425302,143366982.7,688293981.9,132685968.3,22509445.97,3013425302
 01/08  13:00:00,68546361.68,6631854.753,0,547141611.5,3020755072,8370034.822,2096326816,3020755072,148472790.2,695614401.7,132685968.3,29126095.59,3020755072
 01/08  14:00:00,68546361.68,7024189.851,0,548512530.6,3024727814,8370563.718,2096326816,3024727814,151074084.3,699586615,132685968.3,42668242.34,3024727814
 01/08  15:00:00,68896613.1,6290262.655,0,550433421.3,3031460899,8369513.573,2096326816,3031460899,155537077.5,705970498.7,132685968.3,41517901.01,3031460899
 01/08  16:00:00,71135675.59,15656567.24,0,554560464.5,3037386934,8382665.178,2096326816,3037386934,155083855.4,709644320,132685968.3,25632120.33,3037386934
 01/08  17:00:00,78549055.51,19049870.84,0,561336902.9,3317252208,49954316.38,2096326816,3317252208,151617175.5,711090971.1,360256452.5,41362484.08,3317252208
 01/08  18:00:00,80771321.23,20195777.52,0,560279796.3,3573720581,21378634.31,2096326816,3573720581,150842523.5,710539641.4,644910000.3,42513734.18,3573720581
 01/08  19:00:00,80771321.23,33135260.03,0,558049253.7,3558202512,8407358.015,2096326816,3558202512,150526273.9,708575527.6,644910000.3,53970575.29,3558202512
 01/08  20:00:00,80771321.23,30109123.01,0,557512985.6,3474227613,8402598.916,2096326816,3474227613,155549714.5,713062700.1,556452688.2,41566798.78,3474227613
 01/08  21:00:00,80771321.23,56563690.33,0,557787721.5,3472362196,8440130.168,2096326816,3472362196,153372029.9,711159751.4,556452688.2,78883516.25,3472362196
 01/08  22:00:00,80771321.23,37174277.78,0,558198278.4,3383599648,8412212.613,2096326816,3383599648,152684154.8,710882433.2,467995376,59787020.78,3383599648
 01/08  23:00:00,80771321.23,39803959.86,0,558574107.4,3292995330,8415663.232,2096326816,3292995330,150157868.9,708731976.3,379538063.8,62281452.19,3292995330
 01/08  24:00:00,80771321.23,57235207.81,0,558658434.9,3205081396,8440514.218,2096326816,3205081396,150592068.5,709250503.5,291080751.6,79538199.02,3205081396
 01/09  01:00:00,80771321.23,43010143.35,0,558333620.1,3200107438,8348613.472,2227359132,3200107438,152725782.7,711059402.8,153357479.7,52985696.44,3200107438
 01/09  02:00:00,80771321.23,71549073.43,0,558413091.5,3200810898,8388318.576,2227359132,3200810898,153310066.4,711723158,153357479.7,81524626.52,3200810898
 01/09  03:00:00,80771321.23,91047537.15,0,559943500.8,3241919274,34394556.85,2227359132,3241919274,166881794.6,725659908.3,153357479.7,101023090.2,3241919274
 01/09  04:00:00,80771321.23,141774110.6,0,562953489.3,3341969097,99409074.29,2227359132,3341969097,198907111.6,757792147.7,153357479.7,151749663.7,3341969097
 01/09  05:00:00,80771321.23,986518476.7,0,563713385.9,3430273028,113633182.5,2227359132,3430273028,227998381.6,787068134.7,197586135.8,996494029.8,3430273028
 01/09  06:00:00,161542642.5,1929285502,0,564353378.7,3589466864,89021034.71,2227359132,3589466864,241935739.1,802796491.7,286043448,1939261055,3589466864
 01/09  07:00:00,149233093.1,6943574021,0,564605185.4,3803939371,21959836.17,2227359132,3803939371,265117947.2,829723132.6,556452688.2,6953549574,3803939371
 01/09  08:00:00,436641140.3,5074491981,0,568761463.6,4063383920,21658949.67,2227359132,4063383920,246153465.5,814914929.1,543598280.6,5127321119,4063383920
 01/09  09:00:00,1199106753,3994189466,0,573480890.7,5376427854,19875776.56,2882520710,5376427854,239945674.4,813426565.1,442286560.9,4128476779,5376427854
 01/09  10:00:00,1157182968,3528632148,0,577008885.1,5202952787,19159163.49,2882520710,5202952787,238268979.3,815277864.4,309600592.6,3674198085,5202952787
 01/09  11:00:00,1139816321,3111213205,0,579521203.9,5012086117,18593278.13,2882520710,5012086117,239737147.7,819258351.6,132685968.3,3271881559,5012086117
 01/09  12:00:00,1139816321,2223963300,0,580168696.8,5036368658,15250650.59,2882520710,5036368658,266714822.7,846883519.5,132685968.3,2410749083,5036368658
 01/09  13:00:00,1139816321,1974784807,0,579389237.8,4911820983,13288403.85,2751488394,4911820983,275941169.6,855330407.4,132685968.3,2205469561,4911820983
 01/09  14:00:00,1139816321,1524174259,0,578408947.5,5070311373,11607110.2,2882520710,5070311373,306060827.9,884469775.5,132685968.3,1751908540,5070311373
 01/09  15:00:00,1148712906,1545257198,0,577085756.3,5073486020,11396257.43,2882520710,5073486020,301872933.1,878958689.4,132685968.3,1694317350,5073486020
 01/09  16:00:00,1182166629,1752369219,0,577059765.9,5094086909,11736028.26,2882520710,5094086909,288706318.6,865766084.5,132685968.3,1885805435,5094086909
 01/09  17:00:00,1292983291,1946476759,0,578136550.4,5427984494,12142853.22,2882520710,5427984494,282733147.8,860869698.2,360256452.5,2120860995,5427984494
 01/09  18:00:00,746165465.5,3411734139,0,579388147.6,4597564183,16471379.14,2358391447,4597564183,233026253.9,812414401.5,644910000.3,3538757548,4597564183
 01/09  19:00:00,447699279.3,3333185753,0,580454417.4,4167436230,17802763.89,2227359132,4167436230,229999148.3,810453565.6,644910000.3,3418083283,4167436230
 01/09  20:00:00,447699279.3,3174562187,0,581240044,4079661324,18138539.32,2227359132,4079661324,229560152.2,810800196.1,556452688.2,3240327686,4079661324
 01/09  21:00:00,298466186.2,3244454567,0,581928862,3931248821,18815898.59,2227359132,3931248821,229014565.5,810943427.5,556452688.2,3324821218,3931248821
 01/09  22:00:00,298466186.2,3240083479,0,582762167,3843732347,19036992.41,2227359132,3843732347,228901005,811663172.1,467995376,3275611121,3843732347
 01/09  23:00:00,149233093.1,0,0,582205611.5,3512441288,8360684.798,2227359132,3512441288,146533214.4,728738825.9,379538063.8,22411160.32,3512441288
 01/09  24:00:00,74616546.55,0,0,580337710.1,3345265226,8360684.798,2227359132,3345265226,144298912.2,724636622.2,291080751.6,22359554.52,3345265226
 01/10  01:00:00,80771321.23,0,0,579314723.2,3212562615,8289832.597,2227359132,3212562615,144258637.2,723573360.4,153357479.7,9975553.087,3212562615
 01/10  02:00:00,80771321.23,0,0,578919705.5,3212187723,8289832.597,2227359132,3212187723,144278763,723198468.5,153357479.7,9975553.087,3212187723
 01/10  03:00:00,80771321.23,4019135.1,0,578054850.7,3217068422,8300149.825,2227359132,3217068422,150014000.3,728068851,153357479.7,13994688.19,3217068422
 01/10  04:00:00,80771321.23,4571923.996,0,576947390.4,3221459391,8301535.306,2227359132,3221459391,155511043.8,732458434.1,153357479.7,14547477.08,3221459391
 01/10  05:00:00,80771321.23,161954631.1,0,575622426.1,3328092720,8700972.091,2227359132,3328092720,218841244.3,794463670.4,197586135.8,171930184.2,3328092720
 01/10  06:00:00,161542642.5,647695791.5,0,574766904.3,3495147790,9772553.839,2227359132,3495147790,216451620.9,791218525.2,286043448,657671344.6,3495147790
 01/10  07:00:00,149233093.1,4447360406,0,576195636.8,3790401061,20210553.27,2227359132,3790401061,241738469.3,817934106.2,556452688.2,4457335959,3790401061
 01/10  08:00:00,429641891.1,3900575548,0,577892443.4,4051059387,19897545.66,2227359132,4051059387,233458605.3,811351048.7,543598280.6,3953112284,4051059387
 01/10  09:00:00,1191342530,2856390315,0,581436465.9,5379766433,17482525.04,2882520710,5379766433,245486152.8,826922618.7,442286560.9,2990059718,5379766433
 01/10  10:00:00,1173696568,1692416175,0,582566686.9,5260674970,13103013.78,2882520710,5260674970,279975910.6,862542597.5,309600592.6,1846855726,5260674970
 01/10  11:00:00,1149845268,1059136401,0,580997170.4,5111154867,10763692.36,2882520710,5111154867,335130568.9,916127739.3,132685968.3,1213136496,5111154867
 01/10  12:00:00,1139816321,576189939.7,0,579760128.6,5148470352,35459393.89,2882520710,5148470352,359016341.5,937621449.1,132685968.3,768983615.1,5148470352
 01/10  13:00:00,1139816321,513345423,0,575930544.1,4954039253,9270145.423,2751488394,4954039253,325636391.1,901566935.1,132685968.3,744255037.3,4954039253
 01/10  14:00:00,1139816321,408284041.7,0,578828259.9,5234089832,112954218.4,2882520710,5234089832,368072865.9,942251282.2,132685968.3,635637937.8,5234089832
 01/10  15:00:00,1148992221,381690485.4,0,578048080.7,5271011879,112891398,2882520710,5271011879,396662012.3,970046419.5,132685968.3,524594037.5,5271011879
 01/10  16:00:00,1182166629,442336721.7,0,575888212.3,5227796942,61019537.95,2882520710,5227796942,374304395.6,947873500.1,132685968.3,584172628.7,5227796942
 01/10  17:00:00,1283807388,792638017,0,574837925.9,5467780521,9632061.194,2882520710,5467780521,337514494.4,912352420.3,360256452.5,967196305.3,5467780521
 01/10  18:00:00,746165465.5,2238385190,0,576136247,4599536690,12512772.71,2358391447,4599536690,242209268,818345515,644910000.3,2356559462,4599536690
 01/10  19:00:00,447699279.3,2503033685,0,576686793.4,4162098258,13525524.54,2227359132,4162098258,232706039.4,809392832.8,644910000.3,2592985558,4162098258
 01/10  20:00:00,447699279.3,2332801931,0,576203470.6,4072494021,13414032.07,2227359132,4072494021,232153930.1,808357400.7,556452688.2,2406193417,4072494021
 01/10  21:00:00,298466186.2,2268243098,0,575225615.9,3921445959,13346336.19,2227359132,3921445959,231384511.7,806610127.6,556452688.2,2336491544,3921445959
 01/10  22:00:00,298466186.2,2359301366,0,574791185.7,3832400884,13638459.71,2227359132,3832400884,230939055.4,805730241.1,467995376,2395403284,3832400884
 01/10  23:00:00,149233093.1,0,0,574734188.5,3508403524,8360684.798,2227359132,3508403524,149966873.2,724701061.7,379538063.8,22427939.32,3508403524
 01/10  24:00:00,74616546.55,0,0,574570112.6,3340381678,8360684.798,2227359132,3340381678,145182962,719753074.6,291080751.6,22415181.03,3340381678
 01/11  01:00:00,80771321.23,0,0,574602847.1,3209647139,8289832.597,2227359132,3209647139,146055037.7,720657884.7,153357479.7,9975553.087,3209647139
 01/11  02:00:00,80771321.23,0,0,574005192.2,3209544130,8289832.597,2227359132,3209544130,146549683.2,720554875.3,153357479.7,9975553.087,3209544130
 01/11  03:00:00,80771321.23,0,0,573793447,3232243507,34269134.96,2227359132,3232243507,143481503.3,716110936.5,153357479.7,9975553.087,3232243507
 01/11  04:00:00,80771321.23,0,0,571233070,3208989253,8289832.597,2227359132,3208989253,148766929.2,719999999.2,153357479.7,9975553.087,3208989253
 01/11  05:00:00,80771321.23,35438365.61,0,570631292.7,3272764510,21344853.59,2227359132,3272764510,155860286.5,725913837.5,197586135.8,45413918.7,3272764510
 01/11  06:00:00,161542642.5,550526457.7,0,568841065.5,3506826793,9308470.273,2227359132,3506826793,234520546,803361611.5,286043448,560502010.8,3506826793
 01/11  07:00:00,149233093.1,2971945050,0,567774136.9,3766379800,14477926.05,2227359132,3766379800,231871335.2,799645472.1,556452688.2,2981920603,3766379800
 01/11  08:00:00,443312004.9,2799219456,0,568005837.1,4045585475,14315356.12,2227359132,4045585475,229783376.1,797789213.1,543598280.6,2851564150,4045585475
 01/11  09:00:00,1216473406,1538562775,0,569259446,5422572795,11376834.84,2882520710,5422572795,281444348.1,850703794.1,442286560.9,1671026851,5422572795
 01/11  10:00:00,1162154041,1196450043,0,568741328.2,5251171912,10463731.88,2882520710,5251171912,298480018.9,867221347.1,309600592.6,1357562440,5251171912
 01/11  11:00:00,1139816321,958829362.7,0,567495643.8,5057959089,9931948.439,2882520710,5057959089,306297008.8,873792652.6,132685968.3,1117446379,5057959089
 01/11  12:00:00,1139816321,770646131.8,0,565913152.4,5063017971,9557398.061,2882520710,5063017971,313312932.8,879226085.1,132685968.3,962330192.5,5063017971
 01/11  13:00:00,1139816321,876986842.2,0,564413994,4903777238,9696051.518,2751488394,4903777238,286465020.1,850879014.1,132685968.3,1101859156,4903777238
 01/11  14:00:00,1140669368,614136596,0,563303726,5071238594,9246158.131,2882520710,5071238594,323601175.3,886904901.3,132685968.3,833898728.8,5071238594
 01/11  15:00:00,1148712906,650566008.7,0,562913238.1,5082096450,9285841.43,2882520710,5082096450,326766298,889679536.1,132685968.3,811402411.1,5082096450
 01/11  16:00:00,1234119374,719988617.3,0,562981174.7,5171126030,9377652.627,2882520710,5171126030,330229661.5,893210836.2,132685968.3,853337843.4,5171126030
 01/11  17:00:00,1334627773,704069793.1,0,563170019.5,5504062241,9343622.578,2882520710,5504062241,334932173.9,898102193.4,360256452.5,878272056.2,5504062241
 01/11  18:00:00,746165465.5,1778835163,0,563104108,4594253085,11098845.49,2358391447,4594253085,251371729.5,814475837.6,644910000.3,1900702507,4594253085
 01/11  19:00:00,447699279.3,2273876207,0,562862587.1,4147000179,12129555.22,2227359132,4147000179,232828136.1,795690723.2,644910000.3,2363272994,4147000179
 01/11  20:00:00,447699279.3,2115658448,0,562265286,4057273422,11980260.25,2227359132,4057273422,232305287.5,794570573.5,556452688.2,2181385054,4057273422
 01/11  21:00:00,298466186.2,2147833468,0,561630218.9,3906701646,12114390.13,2227359132,3906701646,231467541.5,793097760.4,556452688.2,2214108440,3906701646
 01/11  22:00:00,298466186.2,2190218263,0,561331729.2,3817624201,12276839.3,2227359132,3817624201,230983449.2,792315178.4,467995376,2239173122,3817624201
 01/11  23:00:00,149233093.1,0,0,561100600.1,3514329493,8360684.798,2227359132,3514329493,169526430.2,730627030.3,379538063.8,22398912.69,3514329493
 01/11  24:00:00,74616546.55,0,0,563207821.5,3436482356,60319289.5,2227359132,3436482356,200687325.7,761570679.2,291080751.6,22395000.17,3436482356
 01/12  01:00:00,80771321.23,0,0,561019477.4,3195487930,8289832.597,2227359132,3195487930,145479198.4,706498675.8,153357479.7,9975553.087,3195487930
 01/12  02:00:00,80771321.23,0,0,565487959.3,3374953950,112207042.1,2227359132,3374953950,216559527.2,777395588.2,153357479.7,9975553.087,3374953950
 01/12  03:00:00,80771321.23,0,0,560420652.4,3193075411,8289832.597,2227359132,3193075411,143665504,704086156.4,153357479.7,9975553.087,3193075411
 01/12  04:00:00,80771321.23,0,0,560392968.1,3197939933,8289832.597,2227359132,3197939933,148557710.7,708950678.7,153357479.7,9975553.087,3197939933
 01/12  05:00:00,80771321.23,29786530.13,0,558317851.5,3247678858,8334213.124,2227359132,3247678858,156098715.5,714416567,197586135.8,39762083.22,3247678858
 01/12  06:00:00,161542642.5,565957762.4,0,556103905.6,3518630502,35134409.68,2227359132,3518630502,233235476.1,788176310.1,286043448,575933315.5,3518630502
 01/12  07:00:00,149233093.1,2302064172,0,553843909.1,3748874209,12131104.79,2227359132,3748874209,230642793.1,784486702.3,556452688.2,2312039725,3748874209
 01/12  08:00:00,433582505.8,2292279468,0,555489659.8,4020911938,12077334.53,2227359132,4020911938,229593536.1,785083196,543598280.6,2342394358,4020911938
 01/12  09:00:00,1190636691,1185512169,0,559295047.4,5393334698,10141873.88,2882520710,5393334698,289242325.9,848537373.3,442286560.9,1321473047,5393334698
 01/12  10:00:00,1145213918,804849804.1,0,561821488.9,5241790086,9501192.114,2882520710,5241790086,313920696.2,875742185.1,309600592.6,950253650.6,5241790086
 01/12  11:00:00,1140669368,456582316.4,0,566288794.7,5203583414,86917082.77,2882520710,5203583414,375290001.8,938084520.4,132685968.3,619621622.9,5203583414
 01/12  12:00:00,1139816321,362017885.4,0,567968333.3,5264332226,112759994.9,2882520710,5264332226,409369410.4,972689469.8,132685968.3,548342068.4,5264332226
 01/12  13:00:00,1139816321,378501477.8,0,567882157.7,5093012384,112775759,2751488394,5093012384,369152295.3,932391504.2,132685968.3,609762787.9,5093012384
 01/12  14:00:00,1145640441,303710990.5,0,567844675.2,5263912900,112669567,2882520710,5263912900,403340049,966524837,132685968.3,532036081.2,5263912900
 01/12  15:00:00,1173696568,264950843.6,0,568047196.4,5328353807,112616307.6,2882520710,5328353807,439575568.1,1002965662,132685968.3,415517906.9,5328353807
 01/12  16:00:00,1182872468,288511098.3,0,568924281.4,5329016837,112646392.9,2882520710,5329016837,430155527.5,994424014.7,132685968.3,422201557.7,5329016837
 01/12  17:00:00,1280734924,369845529.5,0,570266074.5,5608898369,112755037.9,2882520710,5608898369,383153681.3,948770364.4,360256452.5,545100167,5608898369
 01/12  18:00:00,746165465.5,1260094053,0,567071020.4,4611694057,10140309.14,2358391447,4611694057,265804325,832875345.4,644910000.3,1386880625,4611694057
 01/12  19:00:00,447699279.3,2230567679,0,568324964.9,4155721073,11930883.98,2227359132,4155721073,236285323.7,804610288.7,644910000.3,2315535649,4155721073
 01/12  20:00:00,447699279.3,2534181216,0,569993900.1,4067190298,13001220.65,2227359132,4067190298,233472589,803466489.2,556452688.2,2600057347,4067190298
 01/12  21:00:00,298466186.2,2567931427,0,571334272.5,3918994868,13689872.16,2227359132,3918994868,232481228.7,803815501.2,556452688.2,2648308040,3918994868
 01/12  22:00:00,298466186.2,2459122110,0,572123389.7,3831038025,13940808.39,2227359132,3831038025,231941644.2,804065033.9,467995376,2494707401,3831038025
 01/12  23:00:00,149233093.1,0,0,572388427.8,3564883360,8360684.798,2227359132,3564883360,208792469.5,781180897.3,379538063.8,22411191.3,3564883360
 01/12  24:00:00,74616546.55,0,0,572450259.3,3356816530,8360684.798,2227359132,3356816530,163737667.1,736187926.4,291080751.6,22415962.21,3356816530
