Date/Time,ElectricityNet:Facility [J](Hourly),Heating:Electricity [J](Hourly),Heating:Gas [J](Hourly),Fans:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),WaterSystems:Electricity [J](Hourly),ElectricityPurchased:Facility [J](Hourly),ExteriorLights:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Electricity:HVAC [J](Hourly),Gas:Facility [J](Hourly),Gas:HVAC [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Water Heater:WaterSystems:Electricity [J](Hourly),Cooling:Electricity [J](Hourly) 
 01/07  24:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 01/08  01:00:00,10918221.36,900000,0,0,3208796.996,2055596.969,10918221.36,2258096.4,0,900000,0,0,2495730.997,10918221.36,2055596.969,0
 01/08  02:00:00,10918221.36,900000,0,0,3208796.996,2055596.969,10918221.36,2258096.4,0,900000,0,0,2495730.997,10918221.36,2055596.969,0
 01/08  03:00:00,10918221.36,900000,0,0,3208796.996,2055596.969,10918221.36,2258096.4,0,900000,0,0,2495730.997,10918221.36,2055596.969,0
 01/08  04:00:00,10918221.36,900000,0,0,3208796.996,2055596.969,10918221.36,2258096.4,0,900000,0,0,2495730.997,10918221.36,2055596.969,0
 01/08  05:00:00,10918221.36,900000,0,0,3208796.996,2055596.969,10918221.36,2258096.4,0,900000,0,0,2495730.997,10918221.36,2055596.969,0
 01/08  06:00:00,10918221.36,900000,0,0,3208796.996,2055596.969,10918221.36,2258096.4,0,900000,0,0,2495730.997,10918221.36,2055596.969,0
 01/08  07:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 01/08  08:00:00,10346022.96,900000,0,0,3208796.996,2055596.969,10346022.96,1685898,0,900000,0,0,2495730.997,10346022.96,2055596.969,0
 01/08  09:00:00,8583762.157,900000,0,0,3132434.191,2055596.969,8583762.157,0,0,900000,0,0,2495730.997,8583762.157,2055596.969,0
 01/08  10:00:00,8401988.311,900000,0,0,2950660.345,2055596.969,8401988.311,0,0,900000,0,0,2495730.997,8401988.311,2055596.969,0
 01/08  11:00:00,8335465.274,900000,0,0,2884137.308,2055596.969,8335465.274,0,0,900000,0,0,2495730.997,8335465.274,2055596.969,0
 01/08  12:00:00,8308523.679,900000,0,0,2857195.713,2055596.969,8308523.679,0,0,900000,0,0,2495730.997,8308523.679,2055596.969,0
 01/08  13:00:00,8286266.434,900000,0,0,2834938.468,2055596.969,8286266.434,0,0,900000,0,0,2495730.997,8286266.434,2055596.969,0
 01/08  14:00:00,8248791.634,900000,0,0,2797463.667,2055596.969,8248791.634,0,0,900000,0,0,2495730.997,8248791.634,2055596.969,0
 01/08  15:00:00,8294470.629,900000,0,0,2843142.663,2055596.969,8294470.629,0,0,900000,0,0,2495730.997,8294470.629,2055596.969,0
 01/08  16:00:00,8414405.788,900000,0,0,2963077.822,2055596.969,8414405.788,0,0,900000,0,0,2495730.997,8414405.788,2055596.969,0
 01/08  17:00:00,9188829.444,900000,0,0,3175535.478,2055596.969,9188829.444,561966,0,900000,0,0,2495730.997,9188829.444,2055596.969,0
 01/08  18:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 01/08  19:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 01/08  20:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 01/08  21:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 01/08  22:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 01/08  23:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 01/08  24:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 01/09  01:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/09  02:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/09  03:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/09  04:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/09  05:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/09  06:00:00,15553150.36,900000,0,0,4100129.495,2055596.969,15553150.36,2258096.4,0,900000,0,0,6239327.492,15553150.36,2055596.969,0
 01/09  07:00:00,40207194.54,18883321.03,108753941.9,5557023.551,4100129.495,2055596.969,40207194.54,3371796,0,24440344.58,108753941.9,108753941.9,6239327.492,40207194.54,2055596.969,0
 01/09  08:00:00,41880298.47,18883134.42,76249049.99,5557023.551,7459318.036,2055596.969,41880298.47,1685898,2.18E-05,24440157.97,76249049.99,76249049.99,6239327.492,41880298.47,2055596.969,0
 01/09  09:00:00,54838571.22,19313519.74,45787445.41,5557023.551,15433775.98,2055596.969,54838571.22,0,2.18E-05,24870543.29,45787445.41,45787445.41,12478654.98,54838571.22,2055596.969,0
 01/09  10:00:00,53918737.52,19492284.61,31801113.32,5557023.551,14335177.41,2055596.969,53918737.52,0,2.18E-05,25049308.16,31801113.32,31801113.32,12478654.98,53918737.52,2055596.969,0
 01/09  11:00:00,53253761.83,19416451.51,17749652.94,5557023.551,13746034.81,2055596.969,53253761.83,0,2.18E-05,24973475.07,17749652.94,17749652.94,12478654.98,53253761.83,2055596.969,0
 01/09  12:00:00,52653880.75,18558931.17,6978309.046,5557023.551,14003674.07,2055596.969,52653880.75,0,2.18E-05,24115954.73,6978309.046,6978309.046,12478654.98,52653880.75,2055596.969,0
 01/09  13:00:00,49603988.72,17772083.57,4264609.162,5557023.551,12489348.95,2055596.969,49603988.72,0,2.18E-05,23329107.12,4264609.162,4264609.162,11729935.69,49603988.72,2055596.969,0
 01/09  14:00:00,48595619.36,14664622.04,872478.2978,5557023.551,13839721.82,2055596.969,48595619.36,0,2.18E-05,20221645.59,872478.2978,872478.2978,12478654.98,48595619.36,2055596.969,0
 01/09  15:00:00,46910865.57,13071199.91,0,5557023.551,13748390.15,2055596.969,46910865.57,0,2.18E-05,18628223.46,0,0,12478654.98,46910865.57,2055596.969,0
 01/09  16:00:00,46776518.4,12420330.74,0,5557023.551,14264912.15,2055596.969,46776518.4,0,2.18E-05,17977354.29,0,0,12478654.98,46776518.4,2055596.969,0
 01/09  17:00:00,49446268.76,13021925.41,0,5557023.551,15771101.84,2055596.969,49446268.76,561966,2.18E-05,18578948.96,0,0,12478654.98,49446268.76,2055596.969,0
 01/09  18:00:00,45925732.88,17827732.38,1936215.927,5557023.551,10874256.49,2055596.969,45925732.88,3371796,2.18E-05,23384755.93,1936215.927,1936215.927,6239327.492,45925732.88,2055596.969,0
 01/09  19:00:00,40549976.16,19582635.65,5590881.452,5557023.551,7487192.991,2055596.969,40549976.16,3371796,2.18E-05,25139659.2,5590881.452,5590881.452,2495730.997,40549976.16,2055596.969,0
 01/09  20:00:00,16310316.96,900000,0,0,7487192.991,2055596.969,16310316.96,3371796,2.18E-05,900000,0,0,2495730.997,16310316.96,2055596.969,0
 01/09  21:00:00,14527651.96,900000,0,0,5704527.993,2055596.969,14527651.96,3371796,2.18E-05,900000,0,0,2495730.997,14527651.96,2055596.969,0
 01/09  22:00:00,14527651.96,900000,0,0,5704527.993,2055596.969,14527651.96,3371796,2.18E-05,900000,0,0,2495730.997,14527651.96,2055596.969,0
 01/09  23:00:00,12923253.46,900000,0,0,4100129.495,2055596.969,12923253.46,3371796,0,900000,0,0,2495730.997,12923253.46,2055596.969,0
 01/09  24:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 01/10  01:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/10  02:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/10  03:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/10  04:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/10  05:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/10  06:00:00,15553150.36,900000,0,0,4100129.495,2055596.969,15553150.36,2258096.4,0,900000,0,0,6239327.492,15553150.36,2055596.969,0
 01/10  07:00:00,40601782.13,19277908.63,65565874.32,5557023.551,4100129.495,2055596.969,40601782.13,3371796,0,24834932.18,65565874.32,65565874.32,6239327.492,40601782.13,2055596.969,0
 01/10  08:00:00,42224402.17,19327807.79,37499304.16,5557023.551,7358748.368,2055596.969,42224402.17,1685898,2.18E-05,24884831.34,37499304.16,37499304.16,6239327.492,42224402.17,2055596.969,0
 01/10  09:00:00,53320880.77,18915494.27,8827665.538,5557023.551,14314110.99,2055596.969,53320880.77,0,2.18E-05,24472517.83,8827665.538,8827665.538,12478654.98,53320880.77,2055596.969,0
 01/10  10:00:00,49544699.51,15775299.1,2406315.14,5557023.551,13678124.9,2055596.969,49544699.51,0,2.18E-05,21332322.65,2406315.14,2406315.14,12478654.98,49544699.51,2055596.969,0
 01/10  11:00:00,47080997.49,13196843.67,166888.4145,5557023.551,13792878.31,2055596.969,47080997.49,0,2.18E-05,18753867.22,166888.4145,166888.4145,12478654.98,47080997.49,2055596.969,0
 01/10  12:00:00,44859127.27,10670490.69,0,5557023.551,14097361.07,2055596.969,44859127.27,0,2.18E-05,16227514.24,0,0,12478654.98,44859127.27,2055596.969,0
 01/10  13:00:00,42108041.34,10130400.85,0,5557023.551,12635084.29,2055596.969,42108041.34,0,2.18E-05,15687424.4,0,0,11729935.69,42108041.34,2055596.969,0
 01/10  14:00:00,41628254.46,7720678.891,0,5557023.551,13816300.06,2055596.969,41628254.46,0,2.18E-05,13277702.44,0,0,12478654.98,41628254.46,2055596.969,0
 01/10  15:00:00,40376844.34,6609799.27,0,5557023.551,13675769.56,2055596.969,40376844.34,0,2.18E-05,12166822.82,0,0,12478654.98,40376844.34,2055596.969,0
 01/10  16:00:00,40297051.94,5951397.49,0,5557023.551,14254378.95,2055596.969,40297051.94,0,2.18E-05,11508421.04,0,0,12478654.98,40297051.94,2055596.969,0
 01/10  17:00:00,43256468.29,6855546.69,0,5557023.551,15747680.09,2055596.969,43256468.29,561966,2.18E-05,12412570.24,0,0,12478654.98,43256468.29,2055596.969,0
 01/10  18:00:00,39939583.72,11841583.22,0,5557023.551,10874256.49,2055596.969,39939583.72,3371796,2.18E-05,17398606.78,0,0,6239327.492,39939583.72,2055596.969,0
 01/10  19:00:00,35394854.95,14427514.44,0,5557023.551,7487192.991,2055596.969,35394854.95,3371796,2.18E-05,19984537.99,0,0,2495730.997,35394854.95,2055596.969,0
 01/10  20:00:00,16310316.96,900000,0,0,7487192.991,2055596.969,16310316.96,3371796,2.18E-05,900000,0,0,2495730.997,16310316.96,2055596.969,0
 01/10  21:00:00,14527651.96,900000,0,0,5704527.993,2055596.969,14527651.96,3371796,2.18E-05,900000,0,0,2495730.997,14527651.96,2055596.969,0
 01/10  22:00:00,14527651.96,900000,0,0,5704527.993,2055596.969,14527651.96,3371796,2.18E-05,900000,0,0,2495730.997,14527651.96,2055596.969,0
 01/10  23:00:00,12923253.46,900000,0,0,4100129.495,2055596.969,12923253.46,3371796,0,900000,0,0,2495730.997,12923253.46,2055596.969,0
 01/10  24:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 01/11  01:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/11  02:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/11  03:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/11  04:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/11  05:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/11  06:00:00,15553150.36,900000,0,0,4100129.495,2055596.969,15553150.36,2258096.4,0,900000,0,0,6239327.492,15553150.36,2055596.969,0
 01/11  07:00:00,42048294.34,20724420.83,23983140.1,5557023.551,4100129.495,2055596.969,42048294.34,3371796,0,26281444.39,23983140.1,23983140.1,6239327.492,42048294.34,2055596.969,0
 01/11  08:00:00,43910127.51,20885088.5,3880585.565,5557023.551,7487192.991,2055596.969,43910127.51,1685898,2.18E-05,26442112.05,3880585.565,3880585.565,6239327.492,43910127.51,2055596.969,0
 01/11  09:00:00,51761090.52,15888179.97,0,5557023.551,15781635.05,2055596.969,51761090.52,0,2.18E-05,21445203.52,0,0,12478654.98,51761090.52,2055596.969,0
 01/11  10:00:00,49248947.55,13986246,0,5557023.551,15171426.05,2055596.969,49248947.55,0,2.18E-05,19543269.55,0,0,12478654.98,49248947.55,2055596.969,0
 01/11  11:00:00,47193376.3,12374576.16,0,5557023.551,14727524.64,2055596.969,47193376.3,0,2.18E-05,17931599.71,0,0,12478654.98,47193376.3,2055596.969,0
 01/11  12:00:00,45706165.38,11004473.99,0,5557023.551,14610415.88,2055596.969,45706165.38,0,2.18E-05,16561497.55,0,0,12478654.98,45706165.38,2055596.969,0
 01/11  13:00:00,42252154.24,10072484.3,0,5557023.551,12837113.73,2055596.969,42252154.24,0,2.18E-05,15629507.85,0,0,11729935.69,42252154.24,2055596.969,0
 01/11  14:00:00,42292542.76,7317968.23,0,5557023.551,14883299.02,2055596.969,42292542.76,0,2.18E-05,12874991.78,0,0,12478654.98,42292542.76,2055596.969,0
 01/11  15:00:00,44046710.11,9072135.587,0,5557023.551,14883299.02,2055596.969,44046710.11,0,2.18E-05,14629159.14,0,0,12478654.98,44046710.11,2055596.969,0
 01/11  16:00:00,45457948.18,9442151.785,0,5557023.551,15924520.89,2055596.969,45457948.18,0,2.18E-05,14999175.34,0,0,12478654.98,45457948.18,2055596.969,0
 01/11  17:00:00,46086624.15,9389397.661,0,5557023.551,16043984.98,2055596.969,46086624.15,561966,2.18E-05,14946421.21,0,0,12478654.98,46086624.15,2055596.969,0
 01/11  18:00:00,42261665.42,14163664.92,0,5557023.551,10874256.49,2055596.969,42261665.42,3371796,2.18E-05,19720688.47,0,0,6239327.492,42261665.42,2055596.969,0
 01/11  19:00:00,38296219.63,17328879.12,0,5557023.551,7487192.991,2055596.969,38296219.63,3371796,2.18E-05,22885902.68,0,0,2495730.997,38296219.63,2055596.969,0
 01/11  20:00:00,16310316.96,900000,0,0,7487192.991,2055596.969,16310316.96,3371796,2.18E-05,900000,0,0,2495730.997,16310316.96,2055596.969,0
 01/11  21:00:00,14527651.96,900000,0,0,5704527.993,2055596.969,14527651.96,3371796,2.18E-05,900000,0,0,2495730.997,14527651.96,2055596.969,0
 01/11  22:00:00,14527651.96,900000,0,0,5704527.993,2055596.969,14527651.96,3371796,2.18E-05,900000,0,0,2495730.997,14527651.96,2055596.969,0
 01/11  23:00:00,12923253.46,900000,0,0,4100129.495,2055596.969,12923253.46,3371796,0,900000,0,0,2495730.997,12923253.46,2055596.969,0
 01/11  24:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 01/12  01:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/12  02:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/12  03:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/12  04:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/12  05:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/12  06:00:00,15553150.36,900000,0,0,4100129.495,2055596.969,15553150.36,2258096.4,0,900000,0,0,6239327.492,15553150.36,2055596.969,0
 01/12  07:00:00,39346174.54,18022301.03,8304796.445,5557023.551,4100129.495,2055596.969,39346174.54,3371796,0,23579324.59,8304796.445,8304796.445,6239327.492,39346174.54,2055596.969,0
 01/12  08:00:00,42875642.52,19878478.47,0,5557023.551,7459318.036,2055596.969,42875642.52,1685898,2.18E-05,25435502.02,0,0,6239327.492,42875642.52,2055596.969,0
 01/12  09:00:00,47622319.24,12777742.01,0,5557023.551,14753301.73,2055596.969,47622319.24,0,2.18E-05,18334765.56,0,0,12478654.98,47622319.24,2055596.969,0
 01/12  10:00:00,43400576.22,9451979.671,0,5557023.551,13857321.04,2055596.969,43400576.22,0,2.18E-05,15009003.22,0,0,12478654.98,43400576.22,2055596.969,0
 01/12  11:00:00,40163485.48,6279331.658,0,5557023.551,13792878.31,2055596.969,40163485.48,0,2.18E-05,11836355.21,0,0,12478654.98,40163485.48,2055596.969,0
 01/12  12:00:00,39706582.69,5517946.116,0,5557023.551,14097361.07,2055596.969,39706582.69,0,2.18E-05,11074969.67,0,0,12478654.98,39706582.69,2055596.969,0
 01/12  13:00:00,37835547.22,5837087.394,0,5557023.551,12655903.62,2055596.969,37835547.22,0,2.18E-05,11394110.95,0,0,11729935.69,37835547.22,2055596.969,0
 01/12  14:00:00,38102141.09,4147722.022,0,5557023.551,13863143.57,2055596.969,38102141.09,0,2.18E-05,9704745.573,0,0,12478654.98,38102141.09,2055596.969,0
 01/12  15:00:00,37133481.13,3366436.064,0,5557023.551,13675769.56,2055596.969,37133481.13,0,2.18E-05,8923459.616,0,0,12478654.98,37133481.13,2055596.969,0
 01/12  16:00:00,37181131.88,2858899.178,0,5557023.551,14230957.2,2055596.969,37181131.88,0,2.18E-05,8415922.73,0,0,12478654.98,37181131.88,2055596.969,0
 01/12  17:00:00,39327689.34,2926767.745,0,5557023.551,15747680.09,2055596.969,39327689.34,561966,2.18E-05,8483791.297,0,0,12478654.98,39327689.34,2055596.969,0
 01/12  18:00:00,35760781.42,7662780.921,0,5557023.551,10874256.49,2055596.969,35760781.42,3371796,2.18E-05,13219804.47,0,0,6239327.492,35760781.42,2055596.969,0
 01/12  19:00:00,32123910.94,11156570.43,0,5557023.551,7487192.991,2055596.969,32123910.94,3371796,2.18E-05,16713593.98,0,0,2495730.997,32123910.94,2055596.969,0
 01/12  20:00:00,16310316.96,900000,0,0,7487192.991,2055596.969,16310316.96,3371796,2.18E-05,900000,0,0,2495730.997,16310316.96,2055596.969,0
 01/12  21:00:00,14527651.96,900000,0,0,5704527.993,2055596.969,14527651.96,3371796,2.18E-05,900000,0,0,2495730.997,14527651.96,2055596.969,0
 01/12  22:00:00,14527651.96,900000,0,0,5704527.993,2055596.969,14527651.96,3371796,2.18E-05,900000,0,0,2495730.997,14527651.96,2055596.969,0
 01/12  23:00:00,12923253.46,900000,0,0,4100129.495,2055596.969,12923253.46,3371796,0,900000,0,0,2495730.997,12923253.46,2055596.969,0
 01/12  24:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 01/13  01:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/13  02:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/13  03:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/13  04:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/13  05:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/13  06:00:00,15553150.36,900000,0,0,4100129.495,2055596.969,15553150.36,2258096.4,0,900000,0,0,6239327.492,15553150.36,2055596.969,0
 01/13  07:00:00,43233504.67,21909631.16,15983831.01,5557023.551,4100129.495,2055596.969,43233504.67,3371796,0,27466654.71,15983831.01,15983831.01,6239327.492,43233504.67,2055596.969,0
 01/13  08:00:00,45393099.76,22395935.71,3907709.219,5557023.551,7459318.036,2055596.969,45393099.76,1685898,2.18E-05,27952959.26,3907709.219,3907709.219,6239327.492,45393099.76,2055596.969,0
 01/13  09:00:00,50746811.87,15759348.79,0,5557023.551,14896187.57,2055596.969,50746811.87,0,2.18E-05,21316372.35,0,0,12478654.98,50746811.87,2055596.969,0
 01/13  10:00:00,44465279.8,10121980.69,0,5557023.551,14252023.61,2055596.969,44465279.8,0,2.18E-05,15679004.24,0,0,12478654.98,44465279.8,2055596.969,0
 01/13  11:00:00,39906486.09,5752916.322,0,5557023.551,14062294.27,2055596.969,39906486.09,0,2.18E-05,11309939.87,0,0,12478654.98,39906486.09,2055596.969,0
 01/13  12:00:00,37459197.12,3536377.664,0,5557023.551,13831543.95,2055596.969,37459197.12,0,2.18E-05,9093401.215,0,0,12478654.98,37459197.12,2055596.969,0
